TOMO 03 — BESTIARIO, NPC Y COMPAÑEROS

Fuente operativa de enemigos, criaturas, NPC, compañeros y amenazas.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Balance final de amenazas

### Prueba matemática de mesa
Antes de cambiar una ficha, probarla contra tres armas de su etapa: una débil, una estándar y una fuerte. Si la amenaza muere antes o después de la duración ideal, marcar la ficha para balance en vez de corregirla de forma destructiva.

| Resultado de prueba | Acción editorial |
|---|---|
| muere demasiado rápido | revisar PV, defensa, cantidad o cobertura |
| dura demasiado | revisar PV, DR/ER/RR, debilidad o daño mínimo |
| no amenaza al grupo | revisar daño, táctica o número |
| elimina al grupo sin margen | revisar daño, AP, cantidad o telegráfico narrativo |

### Escalado por jugadores
1 jugador usa el mínimo de enemigos. 2 jugadores usan cantidad base. 3 jugadores agregan menores o cobertura. 4 jugadores agregan oleadas, líder o presión de objetivo. No duplicar jefes salvo escena final.

TOMO 03 — BESTIARIO: BALANCE Y ESCALADO DE COMBATE

1. DURACION ESPERADA POR AMENAZA
| Amenaza | Rol | Duracion ideal |
|---:|---|---|
| 1-2 | plaga, fauna menor, enemigo ambiental | 1-2 turnos |
| 3-4 | saqueador, robot basico, criatura comun | 2-3 turnos |
| 5-6 | enemigo tactico, supermutante, synth fuerte | 3-5 turnos |
| 7-8 | elite, jefe menor, criatura apex local | 5-7 turnos |
| 9-10 | jefe de escena o amenaza final | escena completa |

2. LECTURA DE AP EN ENEMIGOS
AP en fichas de enemigo significa Puntos de Accion tacticos del enemigo. Si una mesa quiere simplificar:
- AP bajo: 1 accion + movimiento corto.
- AP medio: 1 accion + movimiento normal + reaccion simple.
- AP alto: 2 acciones o accion fuerte + movimiento.

3. ESCALADO POR NUMERO DE JUGADORES
- No duplicar elites automaticamente.
- Primero aumentar enemigos menores.
- Segundo agregar cobertura, alarma o refuerzo.
- Tercero mejorar posicion tactica.
- Solo aumentar PV si la escena debe ser jefe o amenaza final.

4. MARCAS DE BALANCE
Si una ficha no cumple duracion esperada, no se modifica de inmediato. Se marca:
REQUIERE_BALANCE_PV, REQUIERE_BALANCE_DANO, REQUIERE_BALANCE_DEFENSA o REQUIERE_BALANCE_AMENAZA.


Resultado de auditoría:
- No se modifican PV, AP, DR, ER, RR, daño ni amenaza existentes.
- Cualquier cambio numérico futuro debe pasar por prueba de 3 rondas: inicio, medio y alto.
- Enemigos con PV alto y amenaza baja quedan marcados para revisión contextual: pueden ser pasivos, ambientales o resistentes pero poco letales.
- Enemigos con daño alto y AP alto deben revisarse contra armaduras del Tomo 05 para evitar muerte súbita.
- Regla de seguridad: ningún enemigo normal debería requerir más de 6-8 impactos medios salvo jefe, criatura apex, servoarmadura, robot pesado o escena final.
- Información eliminada: 0.

Criterio aplicado:
- No se cambian valores de PV, AP, daño, DR, ER ni RR en fichas existentes.
- La simulación se agrega como capa de auditoría para decidir ajustes posteriores sin destruir datos.
- AP sigue significando Puntos de Acción.
- Fórmula provisional de test: mitigación por tramo de defensa + daño mínimo táctico. No reemplaza Tomo 01; sirve para detectar bloqueos.

### Distribución real detectada en los tomos
| Métrica | Muestras | P10 | P25 | P50 | P75 | P90 |
|---|---:|---:|---:|---:|---:|---:|
| PV enemigos Tomo 03 | 213 | 85.0 | 210.0 | 500.0 | 1000.0 | 1800.0 |
| DR enemigos Tomo 03 | 213 | 15.0 | 45.0 | 95.0 | 180.0 | 260.0 |
| ER enemigos Tomo 03 | 213 | 5.0 | 35.0 | 80.0 | 140.0 | 208.0 |
| Amenaza enemigos Tomo 03 | 213 | 1.1 | 1.5 | 2.2 | 3.1 | 4.2 |
| Daño base armas Tomo 04 | 106 | 22.0 | 28.0 | 45.0 | 55.0 | 150.0 |
| Coste AP armas Tomo 04 | 99 | 20.0 | 25.0 | 28.0 | 35.0 | 42.0 |
| DR armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |
| ER armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |

### Fórmula de test usada en esta simulación
- Defensa 0–25: reduce 0 daño.
- Defensa 26–75: reduce 5 daño.
- Defensa 76–150: reduce 10 daño.
- Defensa 151–250: reduce 20 daño.
- Defensa 251–400: reduce 35 daño.
- Defensa 401+: reduce 50 daño.
- Si el arma puede afectar al objetivo pero el cálculo baja a 0, usar daño mínimo táctico: máximo entre 1 y 10% del daño base.
- Rondas de referencia: se calcula con presupuesto abstracto de 100 AP tácticos para comparar armas; no sustituye la economía oficial del Tomo 01.

### Resultado de simulación representativa
| Arma | Enemigo | Amenaza | PV | DR/ER | Daño efectivo | Impactos | Rondas ref. | Estado |
    PERCEPCION_NUMERICA: 5/10
    SIGILO_DETECCION_NUMERICA: 4/10
      SPECIAL_CALCULADO: S 10 / P 4 / E 10 / C 2 / I 2 / A 4 / L 3
      AMENAZA_VALOR: 4.6/10
      AMENAZA_NIVEL: Medio alto
  Daños separados:
- Daño cuerpo a cuerpo 1: 400 por impacto o acción.
- Daño a distancia 1: Roca 250 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Objeto/equipo: Rocas/maza improvisada.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Melee masivo. Efecto medible: ataque cuerpo a cuerpo; daño referencial: 400; puede tambalear o cerrar distancia.
- Habilidad 2: lanza rocas. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: Distancia.
  - Debilidad 2: minas.
  - Debilidad 3: armas pesadas.
  Ambiente frecuente: Swan, zonas especiales

Descripción narrativa extendida:
Super Mutant Behemoth expresa la brutalidad del FEV convertida en cultura de guerra. Debe sentirse grande, ruidoso,
territorial y peligroso incluso antes de entrar en combate. Su presencia suele venir acompañada de jaulas, carne
colgada, armas pesadas o perros mutantes. En términos de ficha, su lectura mecánica parte de PV 3200, DR 260, ER
120 y RR 0. Categoría: Coloso. Origen: Base.
Imagen de referencia sugerida:
  - Super Mutant Behemoth: referencia visual sugerida, ruina urbana con barricadas, carne colgada y armas improvisadas, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Melee masivo. Efecto cuantificable: ataque físico con daño referencial 400; si conecta tras carga aumenta presión táctica 20%-40%. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: lanza rocas. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Distancia. Efecto táctico cuantificable: armas melee eliminan amenazas bajas sin gastar munición; riesgo aumenta si el enemigo tiene veneno, radiación o grupo cercano.
  - Debilidad ampliada 2: minas. Efecto táctico cuantificable: colocar minas en ruta de carga causa daño explosivo de área; puede romper piernas o detener avance, reduciendo movilidad 30%-70%.
  - Debilidad ampliada 3: armas pesadas. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Ancient Behemoth
  Categoría: Coloso elite
  Descripción mejorada: Behemoth de alto nivel. En términos de juego, destaca por PV 4200, defensa física 320, defensa energética 160 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 4200
    AP: 110
    DR: 320
    ER: 160
    RR: 0
    RESISTENCIA_FUEGO: 0
    RESISTENCIA_VENENO: 0
    RESISTENCIA_FRIO: 0
    RESISTENCIA_EXPLOSIVO: 0
    VELOCIDAD_NUMERICA: 2/10
    PERCEPCION_NUMERICA: 5/10
    SIGILO_DETECCION_NUMERICA: 4/10
      SPECIAL_CALCULADO: S 10 / P 4 / E 10 / C 2 / I 2 / A 4 / L 3
      AMENAZA_VALOR: 5.8/10
      AMENAZA_NIVEL: Medio alto
  Daños separados:
- Daño cuerpo a cuerpo 1: 520 por impacto o acción.
- Daño a distancia 1: Roca 320 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Objeto/equipo: Rocas/maza.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Tanque extremo. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: Fat Man.
  - Debilidad 2: Servoarmadura / armadura pesada (alias heredado: PA; REQUIERE REVISIÓN MANUAL si PA se refería a otra cosa).
  - Debilidad 3: distancia.
  Ambiente frecuente: Endgame

Descripción narrativa extendida:
Ancient Behemoth expresa la brutalidad del FEV convertida en cultura de guerra. Debe sentirse grande, ruidoso,
territorial y peligroso incluso antes de entrar en combate. Su presencia suele venir acompañada de jaulas, carne
colgada, armas pesadas o perros mutantes. En términos de ficha, su lectura mecánica parte de PV 4200, DR 320, ER
160 y RR 0. Categoría: Coloso elite. Origen: Base.
Imagen de referencia sugerida:
  - Ancient Behemoth: referencia visual sugerida, ruina urbana con barricadas, carne colgada y armas improvisadas, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Tanque extremo. Efecto cuantificable: aumenta duración del combate; tratar como reducción práctica de 25%-60% del daño entrante hasta usar tipo de daño adecuado. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Fat Man. Efecto táctico cuantificable: daño explosivo/nuclear extremo en radio amplio; recomendado solo a distancia segura, puede eliminar o dejar crítico a enemigos amenaza 8-10.
  - Debilidad ampliada 2: distancia. Efecto táctico cuantificable: armas melee eliminan amenazas bajas sin gastar munición; riesgo aumenta si el enemigo tiene veneno, radiación o grupo cercano.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Glowing Behemoth
  Categoría: Coloso radiactivo
  Descripción mejorada: Behemoth irradiado. En términos de juego, destaca por PV 5000, defensa física 360, defensa energética 200 y resistencia a radiación 400. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 5000
    AP: 115
    DR: 360
    ER: 200
    RR: 400
    RESISTENCIA_FUEGO: 0
    RESISTENCIA_VENENO: 0
    RESISTENCIA_FRIO: 0
    RESISTENCIA_EXPLOSIVO: 0
    VELOCIDAD_NUMERICA: 2/10
    PERCEPCION_NUMERICA: 5/10
    SIGILO_DETECCION_NUMERICA: 4/10
      SPECIAL_CALCULADO: S 10 / P 4 / E 10 / C 2 / I 2 / A 4 / L 3
      AMENAZA_VALOR: 7.1/10
      AMENAZA_NIVEL: Alto
  Daños separados:
- Daño cuerpo a cuerpo 1: 600 por impacto o acción.
- Daño a distancia 1: Roca rad 380 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Objeto/equipo: Rocas/maza.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Radiación. Efecto medible: aplica radiación ambiental o por impacto. Valor de referencia: 5-40 RAD/s o daño radiactivo según ficha; RR de la criatura: 400.
- Habilidad 2: golpes masivos. Efecto medible: ataque cuerpo a cuerpo; daño referencial: 600; puede tambalear o cerrar distancia.
  Debilidades separadas:
  - Debilidad 1: Armas pesadas.
  - Debilidad 2: distancia.
  Ambiente frecuente: Zonas irradiadas

Descripción narrativa extendida:
Glowing Behemoth expresa la brutalidad del FEV convertida en cultura de guerra. Debe sentirse grande, ruidoso,
territorial y peligroso incluso antes de entrar en combate. Su presencia suele venir acompañada de jaulas, carne
colgada, armas pesadas o perros mutantes. En términos de ficha, su lectura mecánica parte de PV 5000, DR 360, ER
200 y RR 400. Categoría: Coloso radiactivo. Origen: Base.
Imagen de referencia sugerida:
  - Glowing Behemoth: referencia visual sugerida, ruina urbana con barricadas, carne colgada y armas improvisadas, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Radiación. Efecto cuantificable: aplica 5-40 RAD/s o daño radiactivo por impacto; reduce salud máxima si no se gestiona. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: golpes masivos. Efecto cuantificable: ataque físico con daño referencial 600; si conecta tras carga aumenta presión táctica 20%-40%. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Armas pesadas. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
  - Debilidad ampliada 2: distancia. Efecto táctico cuantificable: armas melee eliminan amenazas bajas sin gastar munición; riesgo aumenta si el enemigo tiene veneno, radiación o grupo cercano.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Synth Gen 1
  Categoría: Synth
  Descripción mejorada: Unidad esquelética básica del Instituto. En términos de juego, destaca por PV 120, defensa física 35, defensa energética 70 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 120
    AP: 55
    DR: 35
    ER: 70
    RR: 0
    RESISTENCIA_FUEGO: 0
    RESISTENCIA_VENENO: 0
    RESISTENCIA_FRIO: 0
    RESISTENCIA_EXPLOSIVO: 0
    VELOCIDAD_NUMERICA: 5/10
    PERCEPCION_NUMERICA: 8/10
    SIGILO_DETECCION_NUMERICA: 4/10
      SPECIAL_CALCULADO: S 6 / P 8 / E 6 / C 4 / I 6 / A 7 / L 4
      AMENAZA_VALOR: 1.5/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: 25 por impacto o acción.
- Daño a distancia 1: Institute pistol 35 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Arma equipada: Institute pistol o melee synth.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Disparo láser. Efecto medible: ataque a distancia; daño referencial por impacto/ráfaga: Institute pistol 35.
- Habilidad 2: patrulla. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 3: ataque en grupo. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: Pulse.
  - Debilidad 2: energía.
  - Debilidad 3: disparos a torso.
  Ambiente frecuente: Instituto, ruinas con synths

Descripción narrativa extendida:
Synth Gen 1 encarna la paranoia tecnológica del Instituto. Puede parecer una persona, una unidad militar o una
herramienta descartable. En narrativa funciona bien cuando genera duda: ¿es enemigo, víctima, infiltrado o prueba
viviente de una guerra ideológica? En términos de ficha, su lectura mecánica parte de PV 120, DR 35, ER 70 y RR 0.
Categoría: Synth. Origen: Base.
Imagen de referencia sugerida:
  - Synth Gen 1: referencia visual sugerida, laboratorio blanco del Instituto contrastando con sombras azules, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Disparo láser. Efecto cuantificable: ataque a distancia con daño referencial Institute pistol 35; cobertura dura reduce exposición 50%-90%. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: patrulla. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 3: ataque en grupo. Efecto cuantificable: cada enemigo adicional aumenta presión un 15%-25%; si hay 3 o más, la amenaza práctica sube +1 a +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Pulse. Efecto táctico cuantificable: aumenta eficacia contra robots/servoarmaduras y puede romper ventaja tecnológica.
  - Debilidad ampliada 2: energía. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
  - Debilidad ampliada 3: disparos a torso. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Synth Gen 2
  Categoría: Synth
  Descripción mejorada: Unidad más avanzada con cubierta sintética simple. En términos de juego, destaca por PV 260, defensa física 70, defensa energética 130 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 260
    AP: 70
    DR: 70
    ER: 130
    RR: 0
    RESISTENCIA_FUEGO: 0
    RESISTENCIA_VENENO: 0
    RESISTENCIA_FRIO: 0
    RESISTENCIA_EXPLOSIVO: 0
    VELOCIDAD_NUMERICA: 5/10
    PERCEPCION_NUMERICA: 8/10
    SIGILO_DETECCION_NUMERICA: 4/10
      SPECIAL_CALCULADO: S 6 / P 8 / E 6 / C 4 / I 6 / A 7 / L 4
      AMENAZA_VALOR: 1.8/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: 45 por impacto o acción.
- Daño a distancia 1: Institute rifle 70 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Arma equipada: Institute rifle/pistol.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Mejor puntería. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 2: coordinación. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: Pulse.
  - Debilidad 2: plasma.
  Ambiente frecuente: Instalaciones Instituto

Descripción narrativa extendida:
Synth Gen 2 encarna la paranoia tecnológica del Instituto. Puede parecer una persona, una unidad militar o una
herramienta descartable. En narrativa funciona bien cuando genera duda: ¿es enemigo, víctima, infiltrado o prueba
viviente de una guerra ideológica? En términos de ficha, su lectura mecánica parte de PV 260, DR 70, ER 130 y RR 0.
Categoría: Synth. Origen: Base.
Imagen de referencia sugerida:
  - Synth Gen 2: referencia visual sugerida, laboratorio blanco del Instituto contrastando con sombras azules, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Mejor puntería. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: coordinación. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Pulse. Efecto táctico cuantificable: aumenta eficacia contra robots/servoarmaduras y puede romper ventaja tecnológica.
  - Debilidad ampliada 2: plasma. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Synth Leader
  Categoría: Synth
  Descripción mejorada: Synth de mando con mejores armas. En términos de juego, destaca por PV 500, defensa física 110, defensa energética 180 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 500
    AP: 85
    DR: 110
    ER: 180
    RR: 0
    RESISTENCIA_FUEGO: 0
    RESISTENCIA_VENENO: 0
    RESISTENCIA_FRIO: 0
    RESISTENCIA_EXPLOSIVO: 0
    VELOCIDAD_NUMERICA: 5/10
    PERCEPCION_NUMERICA: 8/10
    SIGILO_DETECCION_NUMERICA: 4/10
      SPECIAL_CALCULADO: S 6 / P 8 / E 6 / C 4 / I 6 / A 7 / L 4
      AMENAZA_VALOR: 2.2/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: 70 por impacto o acción.
- Daño a distancia 1: Institute rifle 120 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Arma equipada: Institute rifle mejorado.
- Objeto/equipo: granadas ref.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Coordina grupo. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 2: mayor precisión. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: Críticos.
  - Debilidad 2: explosivos.
  Ambiente frecuente: Misiones Instituto

Descripción narrativa extendida:
Synth Leader encarna la paranoia tecnológica del Instituto. Puede parecer una persona, una unidad militar o una
herramienta descartable. En narrativa funciona bien cuando genera duda: ¿es enemigo, víctima, infiltrado o prueba
viviente de una guerra ideológica? En términos de ficha, su lectura mecánica parte de PV 500, DR 110, ER 180 y RR
0. Categoría: Synth. Origen: Base.
Imagen de referencia sugerida:
  - Synth Leader: referencia visual sugerida, laboratorio blanco del Instituto contrastando con sombras azules, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Coordina grupo. Efecto cuantificable: cada enemigo adicional aumenta presión un 15%-25%; si hay 3 o más, la amenaza práctica sube +1 a +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: mayor precisión. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Críticos. Efecto táctico cuantificable: crítico VATS garantiza impacto y multiplica daño según perks; útil contra cabeza, núcleo, piernas o punto débil.
  - Debilidad ampliada 2: explosivos. Efecto táctico cuantificable: daño de área de 3-8 m; útil contra grupos, caparazones o cobertura.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Synth Strider
  Categoría: Synth
  Descripción mejorada: Variante de patrulla rápida. En términos de juego, destaca por PV 320, defensa física 80, defensa energética 140 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 320
    AP: 80
    DR: 80
    ER: 140
    RR: 0
    RESISTENCIA_FUEGO: 0
    RESISTENCIA_VENENO: 0
    RESISTENCIA_FRIO: 0
    RESISTENCIA_EXPLOSIVO: 0
    VELOCIDAD_NUMERICA: 5/10
    PERCEPCION_NUMERICA: 8/10
    SIGILO_DETECCION_NUMERICA: 4/10
      SPECIAL_CALCULADO: S 6 / P 8 / E 6 / C 4 / I 6 / A 7 / L 4
      AMENAZA_VALOR: 2.0/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: 55 por impacto o acción.
- Daño a distancia 1: Institute pistol/rifle 90 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Objeto/equipo: Institute weapon.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Movimiento rápido. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
- Habilidad 2: flanqueo. Efecto medible: ventaja táctica descrita; impacto principal reflejado en daño, velocidad, percepción o resistencias de la ficha.
  Debilidades separadas:
  - Debilidad 1: Mines.
  - Debilidad 2: VATS.
  Ambiente frecuente: Encuentros synth

Descripción narrativa extendida:
Synth Strider encarna la paranoia tecnológica del Instituto. Puede parecer una persona, una unidad militar o una
herramienta descartable. En narrativa funciona bien cuando genera duda: ¿es enemigo, víctima, infiltrado o prueba
viviente de una guerra ideológica? En términos de ficha, su lectura mecánica parte de PV 320, DR 80, ER 140 y RR 0.
Categoría: Synth. Origen: Base.
Imagen de referencia sugerida:
  - Synth Strider: referencia visual sugerida, laboratorio blanco del Instituto contrastando con sombras azules, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
Habilidades ampliadas y cuantificables:
  - Habilidad ampliada 1: Movimiento rápido. Efecto cuantificable: aplica el valor de daño/estado de la ficha; si cambia movilidad, defensa o número de enemigos, ajustar amenaza práctica entre +1 y +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
  - Habilidad ampliada 2: flanqueo. Efecto cuantificable: cada enemigo adicional aumenta presión un 15%-25%; si hay 3 o más, la amenaza práctica sube +1 a +2. Respuesta táctica: usar cobertura, VATS, distancia o tipo de daño adecuado.
Debilidades ampliadas y cuantificables:
  - Debilidad ampliada 1: Mines. Efecto táctico cuantificable: reduce amenaza si se aplica antes de que el enemigo use su habilidad principal.
  - Debilidad ampliada 2: VATS. Efecto táctico cuantificable: crítico VATS garantiza impacto y multiplica daño según perks; útil contra cabeza, núcleo, piernas o punto débil.
---
## [ANEXO BESTIARIO AMPLIADO SIN ID]
Nombre: Synth Assaulter
  Categoría: Synth
  Descripción mejorada: Variante agresiva de asalto. En términos de juego, destaca por PV 420, defensa física 100, defensa energética 170 y resistencia a radiación 0. Su amenaza debe evaluarse por movilidad, resistencias y tipo de daño.
  Estadísticas cuantificables:
    PV: 420
    AP: 90
    DR: 100
    ER: 170
    RR: 0
    RESISTENCIA_FUEGO: 0
    RESISTENCIA_VENENO: 0
    RESISTENCIA_FRIO: 0
    RESISTENCIA_EXPLOSIVO: 0
    VELOCIDAD_NUMERICA: 5/10
    PERCEPCION_NUMERICA: 8/10
    SIGILO_DETECCION_NUMERICA: 4/10
      SPECIAL_CALCULADO: S 6 / P 8 / E 6 / C 4 / I 6 / A 7 / L 4
      AMENAZA_VALOR: 2.2/10
      AMENAZA_NIVEL: Bajo
  Daños separados:
- Daño cuerpo a cuerpo 1: 75 por impacto o acción.
- Daño a distancia 1: Institute rifle 130 por impacto, proyectil, ráfaga o efecto.
  Equipo separado:
    - Arma equipada: Institute rifle.
- Objeto/equipo: granadas ref.
  Botín separado:
    - Botín: sin botín fijo registrado; puede usar lista aleatoria del juego si aplica.
  Habilidades separadas:
- Habilidad 1: Asalto frontal. Efecto medible: ataque cuerpo a cuerpo; daño referencial: 75; puede tambalear o cerrar distancia.
- Habilidad 2: disparo sostenido. Efecto medible: ataque a distancia; daño referencial por impacto/ráfaga: Institute rifle 130.
  Debilidades separadas:
  - Debilidad 1: Explosivos.
  - Debilidad 2: cover.
  Ambiente frecuente: Zonas de conflicto

Descripción narrativa extendida:
Synth Assaulter encarna la paranoia tecnológica del Instituto. Puede parecer una persona, una unidad militar o una
herramienta descartable. En narrativa funciona bien cuando genera duda: ¿es enemigo, víctima, infiltrado o prueba
viviente de una guerra ideológica? En términos de ficha, su lectura mecánica parte de PV 420, DR 100, ER 170 y RR
0. Categoría: Synth. Origen: Base.
Imagen de referencia sugerida:
  - Synth Assaulter: referencia visual sugerida, laboratorio blanco del Instituto contrastando con sombras azules, estética Fallout 4, retrofuturismo oscuro, sin texto, sin logotipos, origen Base.
