TOMO 04 — ARMAS

Fuente de armas, munición, daño, rasgos, obtención y balance ofensivo.

Edición 5.1 — Versión refinada para lectura de libro

Nota editorial: esta versión conserva la información útil de las iteraciones anteriores, unifica fichas heredadas bajo IDs maestros y retira del cuerpo principal títulos técnicos repetidos, separadores visuales y marcas internas de trabajo. Las fuentes, alias y notas de trazabilidad no se pierden: se conservan en apéndice cuando corresponde.
## Balance ofensivo para publicación

Las armas se publican con sus valores conservados, pero cada una debe poder ubicarse en una etapa de juego. Si un arma queda fuera de etapa, no se elimina: se marca como única, rara, avanzada, modificada, legendaria o requiere balance.

### Prueba de arma
1. Comparar daño contra enemigos de amenaza 1-3, 4-6 y 7-9.
2. Revisar coste AP frente al daño esperado.
3. Revisar munición disponible en campaña, libre y supervivencia.
4. Confirmar si ignora defensa por rasgo real o por error.

TOMO 04 — ARMAS: MUNICION, ETAPAS Y BALANCE OFENSIVO

1. ETAPAS DE ARMAS
| Etapa | Armas esperadas | Funcion |
|---|---|---|
| Inicio | pistola 10mm, pipe, melee simple | resolver amenazas 1-3 |
| Temprana | escopeta, rifle de caza, laser basico | amenazas 3-5 |
| Media | combate, plasma, explosivos limitados | amenazas 5-7 |
| Alta | pesadas, legendarias, modificadas | amenazas 7-9 |
| Final | armas unicas optimizadas | jefes y amenazas 9-10 |

2. MUNICION EXACTA VS NARRATIVA
Este tomo conserva municion y calibres. En mesa puede usarse:
- Exacta: contar cada bala/proyectil.
- Narrativa: 1 carga por escena.
- Supervivencia: exacta para municion rara; narrativa para comun.

3. ARMA INUTIL O DEMASIADO FUERTE
Marcar REQUIERE_BALANCE_OFENSIVO si:
- no supera dano minimo contra enemigos de su etapa,
- mata amenazas medias en 1 turno sin costo alto,
- tiene coste AP demasiado bajo para su dano,
- ignora DR/ER/RR sin rasgo que lo justifique.


Resultado de auditoría:
- No se modifican daños, municiones, AP ni valores de armas.
- Las armas quedan clasificadas por función: inicio, estándar, especial, pesada, legendaria o final.
- Arma con daño bajo + AP alto = REQUIERE_REVISIÓN_DE_UTILIDAD.
- Arma con daño alto + AP bajo = REQUIERE_REVISIÓN_DE_LETALIDAD.
- Arma explosiva, nuclear o pesada no debe balancearse contra enemigos normales; se prueba contra grupos, cobertura, robots pesados, servoarmaduras o jefes.
- Información eliminada: 0.

Criterio aplicado:
- No se cambian valores de PV, AP, daño, DR, ER ni RR en fichas existentes.
- La simulación se agrega como capa de auditoría para decidir ajustes posteriores sin destruir datos.
- AP sigue significando Puntos de Acción.
- Fórmula provisional de test: mitigación por tramo de defensa + daño mínimo táctico. No reemplaza Tomo 01; sirve para detectar bloqueos.

### Distribución real detectada en los tomos
| Métrica | Muestras | P10 | P25 | P50 | P75 | P90 |
|---|---:|---:|---:|---:|---:|---:|
| PV enemigos Tomo 03 | 213 | 85.0 | 210.0 | 500.0 | 1000.0 | 1800.0 |
| DR enemigos Tomo 03 | 213 | 15.0 | 45.0 | 95.0 | 180.0 | 260.0 |
| ER enemigos Tomo 03 | 213 | 5.0 | 35.0 | 80.0 | 140.0 | 208.0 |
| Amenaza enemigos Tomo 03 | 213 | 1.1 | 1.5 | 2.2 | 3.1 | 4.2 |
| Daño base armas Tomo 04 | 106 | 22.0 | 28.0 | 45.0 | 55.0 | 150.0 |
| Coste AP armas Tomo 04 | 99 | 20.0 | 25.0 | 28.0 | 35.0 | 42.0 |
| DR armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |
| ER armaduras Tomo 05 | 293 | 0.0 | 5.0 | 35.0 | 35.0 | 35.0 |

### Fórmula de test usada en esta simulación
- Defensa 0–25: reduce 0 daño.
- Defensa 26–75: reduce 5 daño.
- Defensa 76–150: reduce 10 daño.
- Defensa 151–250: reduce 20 daño.
- Defensa 251–400: reduce 35 daño.
- Defensa 401+: reduce 50 daño.
- Si el arma puede afectar al objetivo pero el cálculo baja a 0, usar daño mínimo táctico: máximo entre 1 y 10% del daño base.
- Rondas de referencia: se calcula con presupuesto abstracto de 100 AP tácticos para comparar armas; no sustituye la economía oficial del Tomo 01.

### Resultado de simulación representativa
| Arma | Enemigo | Amenaza | PV | DR/ER | Daño efectivo | Impactos | Rondas ref. | Estado |
DAÑO_FISICO: 24
DAÑO_ENERGIA: 24
DAÑO_RADIACION/FUEGO/VENENO: 0
MUNICIÓN: Plasma cartridge
CARGADOR: 30
CADENCIA: 33
ALCANCE: 119
PRECISIÓN: 142
COSTE_AP_VATS: 32
MULTIPLICADOR_CRITICO: x1
DPS_REFERENCIAL: 200-500
PESO: 5.5
VALOR: 123
Perks recomendados: Rifleman/Commando/Gunslinger, Science
Mods clave: Improved capacitor, sniper barrel, flamer barrel
Botín/obtención: Botín alto nivel, vendors, Institute
Uso recomendado: Daño mixto contra enemigos resistentes
Limitaciones/debilidades: Proyectil lento
---
--------------------------------------------------------------------------------------
---
--------------------------------------------------------------------------------------
---
[FICHA ARMA]
Nombre: Minigun
Categoría: Arma pesada
Subtipo: Ametralladora rotativa
Descripción: Arma pesada de fuego sostenido, baja por bala pero alto volumen.
Estadísticas medibles:
DAÑO_FISICO: 8
DAÑO_ENERGIA: 0
DAÑO_RADIACION/FUEGO/VENENO: 0
MUNICIÓN: 5mm
CARGADOR: 500
CADENCIA: 272
ALCANCE: 131
PRECISIÓN: 35
COSTE_AP_VATS: No VATS
MULTIPLICADOR_CRITICO: x1
DPS_REFERENCIAL: 300-700
PESO: 27.4
VALOR: 382
Perks recomendados: Heavy Gunner, Basher ref
Mods clave: Accelerated barrel, shredder
Botín/obtención: Concord, supermutants, Gunners
Uso recomendado: Supresión y enemigos grandes
Limitaciones/debilidades: Consume mucha munición
---
--------------------------------------------------------------------------------------
---
[FICHA ARMA]
Nombre: Fat Man
Categoría: Arma pesada explosiva
Subtipo: Lanzador nuclear
Descripción: Lanzador de mini-nukes de daño masivo.
Estadísticas medibles:
DAÑO_FISICO: 468
DAÑO_ENERGIA: +explosivo nuclear
DAÑO_RADIACION/FUEGO/VENENO: Radiación/explosion
MUNICIÓN: Mini nuke
CARGADOR: 1
CADENCIA: 1
ALCANCE: 117
PRECISIÓN: 63
COSTE_AP_VATS: 60
MULTIPLICADOR_CRITICO: x1
DPS_REFERENCIAL: 500-1500
PESO: 30.7
VALOR: 512
Perks recomendados: Heavy Gunner, Demolition Expert
Mods clave: MIRV si se acepta riesgo
Botín/obtención: Botín raro, vendors, Big Boy
Uso recomendado: Bosses, grupos grandes
Limitaciones/debilidades: Autodaño y munición escasa
---
--------------------------------------------------------------------------------------
---
[FICHA ARMA]
Nombre: Super Sledge
Categoría: Melee
Subtipo: Mazo pesado
Descripción: Arma melee pesada con gran daño por golpe.
Estadísticas medibles:
DAÑO_FISICO: 40+
DAÑO_ENERGIA: 0
DAÑO_RADIACION/FUEGO/VENENO: Fuego si mod
MUNICIÓN: Ninguna
CARGADOR: N/A
CADENCIA: Lenta
ALCANCE: Melee
PRECISIÓN: N/A
COSTE_AP_VATS: 35 ref
MULTIPLICADOR_CRITICO: x1
DPS_REFERENCIAL: 180-500
PESO: 20
VALOR: 180
Perks recomendados: Big Leagues, Rooted, Blitz
Mods clave: Heating coil, rocket mod
Botín/obtención: Supermutants, vendors, botín alto
Uso recomendado: Melee tanque
Limitaciones/debilidades: Lenta y vulnerable a distancia
---
--------------------------------------------------------------------------------------
---
[FICHA ARMA]
Nombre: Power Fist
Categoría: Unarmed
Subtipo: Puño mecánico
Descripción: Arma sin armas de alto impacto.
Estadísticas medibles:
DAÑO_FISICO: 35+
DAÑO_ENERGIA: 0
DAÑO_RADIACION/FUEGO/VENENO: Fuego si mod
MUNICIÓN: Ninguna
CARGADOR: N/A
CADENCIA: Media
ALCANCE: Melee
PRECISIÓN: N/A
COSTE_AP_VATS: 28 ref
MULTIPLICADOR_CRITICO: x1
DPS_REFERENCIAL: 160-450
PESO: 4
VALOR: 100
Perks recomendados: Iron Fist, Blitz, Rooted
Mods clave: Puncturing, heating coil
Botín/obtención: Swan deja Furious Power Fist
Uso recomendado: Unarmed fuerte
Limitaciones/debilidades: Requiere acercarse
---
--------------------------------------------------------------------------------------
---
32.2 ARMAS - VALORES AVANZADOS: AP, CRÍTICO, CARGADOR, RECARGA, DPS
---
--------------------------------------------------------------------------------------
---
| Arma | Daño físico | Energía | Radiación/Fuego/Veneno | Munición | Cargador | Cadencia | AP VATS ref. | Crítico ref. | Recarga | Retroceso | Silenciador | Auto | Calibre/mod | DPS ref. | Mejor uso |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 10mm Pistol | 18 | 0 | 0 | 10mm | 12 | 46 | 20 | x1 | Rápida | Bajo | Sí | Sí | Advanced/auto | 80-160 | Pistola VATS/sigilo |
| Deliverer | 25 | 0 | 0 | 10mm | 12 | 66 | 18 | x1 | Rápida | Muy bajo | Sí fijo | No | Advanced | 120-220 | VATS sigilo |
| .44 Pistol | 48 | 0 | 0 | .44 | 6 | 6 | 35 | x1 | Media | Alto | No | No | Bull barrel | 80-140 | Pistola alto daño |
| Pipe Pistol | 13 | 0 | 0 | .38 | 12 | 55 | 21 | x1 | Rápida | Medio | Sí | Sí | Auto/calibres | 50-120 | Temprana barata |
| Pipe Bolt-Action | 34 | 0 | 0 | .308 | 6 | 3 | 32 | x1 | Lenta | Medio | Sí | No | .50 ref | 60-130 | Sniper temprano |
| Pipe Revolver | 24 | 0 | 0 | .45 | 6 | 6 | 28 | x1 | Media | Medio | Sí | No | Rifle conversión | 60-120 | Daño barato |
| Hunting Rifle | 37 | 0 | 0 | .308 | 5 | 3 | 35 | x1 | Lenta | Medio | Sí | No | .50 | 70-180 | Sniper |
| Combat Rifle | 33 | 0 | 0 | .45 | 20 | 33 | 25 | x1 | Media | Medio | Sí | Sí | .308/auto | 160-350 | Rifle general |
| Overseer's Guardian | 55 ref | 0 | 0 | .45/.308 | 20 | 33 | 28 | x1 | Media | Medio-Alto | Sí | Sí | .308 | 250-500 | Rifle OP |
| Assault Rifle | 30 | 0 | 0 | 5.56 | 30 | 40 | 30 | x1 | Media | Medio | No ref | Sí | Auto | 180-360 | Automático pesado |
| Submachine Gun | 12 | 0 | 0 | .45 | 50 | 127 | 28 | x1 | Media | Medio-Alto | No ref | Sí | Drum | 150-300 | Explosive build |
| Spray n' Pray | 12 | +15 explosivo | Explosivo | .45 | 100 | 127 | 30 | x1 | Media | Medio-Alto | No | Sí | Drum | 350-700 | Demolition/Commando |
| Double-Barrel Shotgun | 45xpellets | 0 | 0 | Shell | 2 | 36 | 35 | x1 | Media | Alto | No | No | Sawed/long | 120-300 | Corto alcance |
| Combat Shotgun | 50xpellets | 0 | 0 | Shell | 8-32 | 20 | 35 | x1 | Media | Medio | No | Sí ref | Drum/advanced | 180-450 | Interiores |
| Le Fusil Terribles | 62xpellets | 0 | 0 | Shell | 8-32 | 20 | 38 | x1 | Media | Muy alto | No | Sí ref | Advanced | 220-520 | Shotgun daño |
| Láser Gun | 0 | 24 | 0 | Fusion cell | 30 | 50 | 25 | x1 | Media | Bajo | No | Sí | Sniper/auto | 120-300 | Energía |
| Righteous Authority | 0 | 26 ref | 0 | Fusion cell | 30 | 50 | 24 | Crítico alto | Media | Bajo | No | Sí | Sniper | 150-330 | Críticos |
| Institute Laser | 0 | 15 | 0 | Fusion cell | 30 | 66 | 24 | x1 | Media | Bajo | No | Sí | Auto | 80-220 | Ammo común |
| Plasma Gun | 24 | 24 | 0 | Plasma cartridge | 30 | 33 | 32 | x1 | Media | Medio | No | Sí | Flamer/sniper | 200-500 | Daño mixto |
| Experiment 18-A | 24 | 24 | 0 | Plasma cartridge | 30 | Alta | 30 | x1 | Media | Medio | No | Sí | Flamer/sniper | 300-650 | Plasma DPS |
| Gamma Gun | 0 | 0 | 100 rad | Gamma round | 8 | 66 | 30 | x1 | Media | Bajo | No | No | Dish mods | Variable | Humanos |
| Gauss Rifle | 110 | 0 | 0 | 2mm EC | 7 | 66 charge | 40 | x1 | Lenta | Alto | Sí | No | Shielded/scope | 250-800 | Sniper endgame |
| The Last Minute | 192 ref | 0 | 0 | 2mm EC | 7 | 66 charge | 42 | x1 | Lenta | Alto | Sí | No | Shielded | 400-1000 | Crippling sniper |
| Railway Rifle | 100 | 0 | 0 | Railway spike | 10 | 10 | 35 | x1 | Media | Alto | No | Auto ref | Piston | 160-300 | Divertida/cripple |
| Alien Blaster | 0 | 50 | 0 | Alien ammo | 42 | 100 | 20 | x1 | Rápida | Bajo | No | No | Fusion conversión | 250-500 | Pistola energía |
| Cryolator | 0 | 20 | Cryo | Cryo cell | 25 | 90 | 30 | x1 | Media | Bajo | No | No | Crystallizing | 200-450 | Control/freeze |
| Flamer | 0 | 12 | Fuego | Fuel | 100 | 90 | No VATS ref | x1 | Media | Bajo | No | No | Napalm | 250-500 | Grupos cerca |
| Minigun | 8 | 0 | 0 | 5mm | 500 | 272 | No VATS ref | x1 | Lenta | Medio | No | Auto fijo | Accelerated | 300-700 | Heavy sustained |
| Gatling Laser | 0 | 14 | 0 | Fusion core | 500 | 272 | No VATS ref | x1 | Lenta | Bajo | No | Auto fijo | Charging barrels | 350-800 | Heavy energía |
| Final Judgment | 0 | 14 | 0 | Fusion core | 500 | Rápida | No VATS ref | x1 | Lenta | Bajo | No | Auto fijo | Charging barrels | 500-1000 | Heavy energía top |
| Missile Launcher | 150 | +explosivo | Explosivo | Missile | 1-4 | 2 | 45 | x1 | Lenta | Alto | No | No | Targeting/quad | 150-400 | Explosivos |
| Fat Man | 468 | +nuclear | Radiación/explosivo | Mini nuke | 1 | 1 | 60 | x1 | Lenta | Muy alto | No | No | MIRV | 500-1500 | Boss/área |
| Big Boy | 468x2 | +nuclear | Radiación/explosivo | Mini nuke | 1 | 1 | 65 | x1 | Lenta | Muy alto | No | No | MIRV | 1000-2500 | Máximo daño |
| Super Sledge | 40+ | 0 | Fuego si mod | - | - | Lenta | 35 melee ref | x1 | - | - | - | - | Heating/rocket | 180-500 | Melee pesado |
| Power Fist | 35+ | 0 | Fuego si mod | - | - | Media | 28 melee ref | x1 | - | - | - | - | Puncturing/heating | 160-450 | Unarmed |
---
----------------------------------------------------------------------------------
---
31.2 PUNTO 6 - TABLA AMPLIADA DE ARMAS NORMALES
---
----------------------------------------------------------------------------------
---
| Arma | Origen | Categoría | Daño base ref. | Munición | Cadencia ref. | Alcance ref. | Precisión ref. | Peso ref. | Valor ref. | Perk principal | Mods clave | Notas |
| --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- | --- |
| 10mm Pistol | Base | Pistola balística | 18 | 10mm | Media | Medio | Media | 3.5 | 50 | Gunslinger/Commando si auto | Advanced receiver, suppressor, reflex | Pistola inicial muy versátil |
| Pipe Pistol | Base | Pistola improvisada | 13 | .38 | Media | Corto-Medio | Baja-Media | 2.8 | 20 | Gunslinger/Commando | Receivers, grip, magazine | Muy común, barata |
| Pipe Rifle | Base | Rifle improvisado | 13 | .38 | Media | Medio | Media | 4.0 | 25 | Rifleman/Commando | Stock, long barrel, scope | Pipe gun convertida a rifle |
| Pipe Bolt-Action Pistol | Base | Pistola cerrojo | 34 | .308 | Baja | Medio | Media | 3.9 | 30 | Gunslinger | Long barrel, scope | Alto daño temprano |
| Pipe Bolt-Action Rifle | Base | Rifle cerrojo | 34 | .308 | Baja | Largo | Media-Alta | 6.0 | 36 | Rifleman | Stock, scope, .50 ref | Sniper económico |
| Pipe Revolver Pistol | Base | Revólver improvisado | 24 | .45 | Baja-Media | Medio | Media | 4.2 | 35 | Gunslinger | Receiver, barrel, scope | Buen daño temprano |
| Pipe Revolver Rifle | Base | Rifle improvisado | .45 ref 24 | .45 | Baja-Media | Medio-Largo | Media | 6.2 | 45 | Rifleman | Stock, scope | Alternativa barata |
| Double-Barrel Shotgun | Base | Escopeta | 45 | Shell | Baja | Corto | Baja | 9.0 | 39 | Rifleman | Sawed-off/long barrel | Daño brutal cercano, 2 tiros |
| Combat Shotgun | Base | Escopeta semiauto | 50 | Shell | Media | Corto-Medio | Media | 11.1 | 185 | Rifleman/Commando si auto | Advanced receiver, drum | Muy fuerte en interiores |
| Hunting Rifle | Base | Rifle cerrojo | 37 | .308 | Baja | Largo | Alta | 9.6 | 55 | Rifleman | .50 receiver, scope, suppressor | Sniper clásico |
| Combat Rifle | Base | Rifle | 33 | .45 | Media | Medio-Largo | Alta | 11.1 | 144 | Rifleman/Commando | .308 receiver, reflex/scope | Una de las mejores armas normales |
| Assault Rifle | Base | Rifle pesado | 30 | 5.56 | Media-Alta | Medio | Media | 13.1 | 144 | Rifleman/Commando | Powerful automatic, drum | Pesada, buena automática |
| Submachine Gun | Base | Subfusil | 12 | .45 | Alta | Corto-Medio | Baja | 12.7 | 109 | Commando | Drum, compensator | Consume mucha munición |
| .44 Pistol | Base | Revólver pesado | 48 | .44 | Baja | Medio | Media | 4.2 | 99 | Gunslinger | Bull barrel, scope | Alto daño por disparo |
| Flare Gun | Base | Utilidad | 10 ref | Flare | Baja | Medio | Baja | 2.0 | 50 | No principal | Sin mods relevantes | Llama Minutemen si hay apoyo |
| Syringer | Base | Especial | Variable | Syringe | Baja | Medio | Media | 4.5 | 132 | No principal | Syringe ammo variants | Arma táctica |
| Junk Jet | Base | Especial pesada | Variable | Chatarra | Baja | Medio | Baja | 29.9 | 285 | Heavy Gunner ref | Muzzle/stock ref | Dispara objetos basura |
| Railway Rifle | Base | Rifle especial | 100 | Railway spike | Baja | Medio | Media | 14.4 | 290 | Rifleman | Scope, piston ref | Clava miembros, divertida |
| Gauss Rifle | Base | Rifle electromagnético | 110 | 2mm EC | Baja | Largo | Alta | 15.8 | 228 | Rifleman | Shielded barrel, scope | Carga disparos, endgame |
| Láser Pistol | Base | Pistola energía | 24 | Fusion cell | Media | Medio | Media | 3.9 | 66 | Gunslinger | Capacitor, barrel, grip | Convertible a rifle |
| Láser Rifle | Base | Rifle energía | 24 | Fusion cell | Media | Medio-Largo | Alta | 5.5 | 66 | Rifleman/Commando | Sniper barrel, beam focuser | Muy modificable |
| Institute Pistol | Base | Pistola energía | 15 | Fusion cell | Media | Medio | Media | 3.9 | 50 | Gunslinger | Capacitor/barrel | Menor daño, común en synths |
| Institute Rifle | Base | Rifle energía | 15 | Fusion cell | Media | Medio | Media | 5.5 | 50 | Rifleman/Commando | Barrel, capacitor | Fácil de conseguir del Instituto |
| Plasma Pistol | Base | Pistola energía | 24+24 | Plasma cartridge | Baja-Media | Medio | Media | 3.9 | 123 | Gunslinger | Capacitor, barrel | Daño mixto balístico/energía |
| Plasma Rifle | Base | Rifle energía | 24+24 | Plasma cartridge | Baja-Media | Medio-Largo | Media-Alta | 5.5 | 123 | Rifleman/Commando | Sniper/flamer barrel | Muy fuerte modificado |
| Gamma Gun | Base | Radiación | 100 rad | Gamma round | Media | Medio | Media | 3.0 | 156 | Gunslinger/Science ref | Dish mods | Fuerte contra humanos, malo contra ghouls |
| Láser Musket | Base | Rifle energía | 30 por crank ref | Fusion cell | Baja | Largo | Media | 12.6 | 57 | Rifleman | More cranks, scope | Arma Minutemen |
| Alien Blaster | Base | Pistola alien | 50 | Alien blaster round/fusion mod | Media | Medio | Alta | 2.5 | 1551 | Gunslinger/Science | Fusion cell conversión | Munición rara |
| Cryolator | Base | Criogénica | 20 | Cryo cell | Alta | Corto-Medio | Media | 13.2 | 302 | Heavy Gunner/Science ref | Crystallizing barrel | Congela |
| Flamer | Base | Pesada fuego | 12 | Fuel | Alta | Corto | Baja | 16.1 | 137 | Heavy Gunner | Napalm, long barrel | Control de grupos |
| Minigun | Base | Pesada balística | 8 | 5mm | Muy alta | Medio | Baja | 27.4 | 382 | Heavy Gunner | Accelerated barrel | Gran consumo de ammo |
| Gatling Laser | Base | Pesada energía | 14 | Fusion core | Muy alta | Medio-Largo | Media | 19.3 | 450 | Heavy Gunner/Nuclear Physicist | Charging barrels | Usa fusion cores |
| Missile Launcher | Base | Pesada explosiva | 150 | Missile | Baja | Largo | Media | 21.0 | 314 | Heavy Gunner/Demolition Expert | Targeting computer, quad barrel | Explosivo pesado |
| Fat Man | Base | Pesada nuclear | 468 | Mini nuke | Muy baja | Largo | Baja | 30.7 | 512 | Heavy Gunner/Demolition Expert | MIRV | Daño masivo |
| Broadsider | Base | Pesada especial | 108 | Cannonball | Baja | Medio | Baja | 27 | 325 | Heavy Gunner | No muchos | Arma USS Constitution |
| Baseball Bat | Base | Melee | 25 | - | Media | Melee | - | 3 | 25 | Big Leagues | Rocket, saw blades, aluminum | Muy modificable |
| Security Baton | Base | Melee | 15 | - | Media | Melee | - | 2 | 15 | Big Leagues | Stun pack ref | Común |
| Combat Knife | Base | Melee | 15 | - | Rápida | Melee | - | 1 | 25 | Big Leagues | Stealth blade ref | Sigilo |
| Machete | Base | Melee | 20 | - | Media | Melee | - | 2 | 30 | Big Leagues | Sacrificial blade | Compatible Kremvh mod |
| Chinese Officer Sword | Base | Melee | 20 | - | Media | Melee | - | 3 | 50 | Big Leagues | Serrated/electrified ref | Espada común rara |
| Revolutionary Sword | Base | Melee | 16 | - | Media | Melee | - | 3 | 40 | Big Leagues | Serrated/electrified | Temática histórica |
| Ripper | Base | Melee continuo | 4 continuo | - | Muy alta | Melee | - | 6 | 50 | Big Leagues | Extended blade | Daño sostenido |
| Shishkebab | Base | Melee fuego | 13+13 fire | - | Media | Melee | - | 3 | 200 | Big Leagues | Extra flame jets | Espada de fuego |
| Super Sledge | Base | Melee pesado | 40 | - | Lenta | Melee | - | 20 | 180 | Big Leagues | Heating coil, rocket | Daño alto |
| Sledgehammer | Base | Melee pesado | 23 | - | Lenta | Melee | - | 12 | 40 | Big Leagues | Heavy/sharp/rocket | Temprana pesada |
| Power Fist | Base | Unarmed | 35 | - | Media | Melee | - | 4 | 100 | Iron Fist | Puncturing, heating coil | Unarmed fuerte |
| Deathclaw Gauntlet | Base | Unarmed | 35 | - | Media | Melee | - | 10 | 75 | Iron Fist | Extra claw | Icónica |
| Boxing Glove | Base | Unarmed | 9 | - | Rápida | Melee | - | 1 | 10 | Iron Fist | Lead lining | Broma/utilidad |
| Knuckles | Base | Unarmed | 10 | - | Rápida | Melee | - | 0.5 | 10 | Iron Fist | Spiked, bladed, puncturing | Temprana |
MEJORES ARMAS NORMALES POR ESTILO:
- Sigilo: Hunting Rifle silenciado, Combat Rifle silenciado, 10mm silenciada.
- Energía: Láser Rifle, Plasma Rifle, Gatling Laser.
- Pesadas: Gatling Laser, Minigun, Missile Launcher, Fat Man.
- Unarmed: Power Fist, Deathclaw Gauntlet.

6.3 REGLA FINAL DE ARMA

Cada arma debe registrar:
- Daño físico/energía/radiación/fuego.
- Munición.
- Cadencia.
- Alcance.
- Precisión.
- Peso.
- Valor.
- Mods.
- Ubicación o enemigo que la usa.
- Ventaja.
- Debilidad.


ARMAS ÚNICAS QUE REQUIEREN FICHA PREMIUM:
- Overseer's Guardian.
- Kellogg's Pistol.
- Deliverer.
- Righteous Authority.
- Spray n' Pray.
- Pickman's Blade.
- Kremvh's Tooth.
- Big Boy.
- Ashmaker.
- Final Judgment.
- Tesla Cannon.
- Heavy Incinerator.


## COBERTURA TOTAL WIKI - ARMAS AGREGADAS POR CATEGORIA

Fichas agregadas en esta pasada: 127

Fuentes:
- https://fallout.fandom.com/wiki/Fallout_4_weapons
- https://fallout.fandom.com/wiki/Fallout_4_unique_weapons
---
---
---
## [FICHA ARMA]
ID: WIKI-W-001
ID maestro 4.1: W-0001
Alias conservado: WIKI-W-001
Nombre: .44 pistol
Categoría: Balística - pistola
Subtipo: Pistola
Descripción: Ficha agregada por cobertura wiki para que el arma exista como entrada independiente.
Estadísticas medibles:
  DAÑO_FISICO: 22
  DAÑO_ENERGIA: 0
  DAÑO_RADIACION/FUEGO/VENENO: 0
  MUNICIÓN: 10mm / .44 / .38 según arma
  CARGADOR: 12
  CADENCIA: 46
  ALCANCE: 119
  PRECISIÓN: 61
  COSTE_AP_VATS: 20
  MULTIPLICADOR_CRITICO: x1
  DPS_REFERENCIAL: 60-150
  PESO: 4
  VALOR: 60
Perks recomendados: Gunslinger, Gun Nut, Mister Sandman si silenciada
Mods recomendados: Receptor avanzado, cañón largo, mira, silenciador si aplica
Obtención/Botín: Botín, comercio, facción o leveled list según arma.
Efecto único/legendario: Sin efecto fijo; puede recibir mods o efecto legendario si aplica.
Uso recomendado: Arma secundaria, VATS y exploración temprana
Limitación: Menor daño contra blindaje pesado
---
---
---
## [FICHA ARMA]
ID: WIKI-W-003
ID maestro 4.1: W-0003
Alias conservado: WIKI-W-003
Nombre: Pipe pistol
Categoría: Balística - pipe
Subtipo: Pipe / improvisada
Descripción: Ficha agregada por cobertura wiki para que el arma exista como entrada independiente.
Estadísticas medibles:
  DAÑO_FISICO: 16
  DAÑO_ENERGIA: 0
  DAÑO_RADIACION/FUEGO/VENENO: 0
  MUNICIÓN: .38 / .45 / .308 según conversión
  CARGADOR: 12
  CADENCIA: 55
  ALCANCE: 83
  PRECISIÓN: 55
  COSTE_AP_VATS: 20
  MULTIPLICADOR_CRITICO: x1
  DPS_REFERENCIAL: 45-120
  PESO: 3
  VALOR: 25
Perks recomendados: Gunslinger/Rifleman/Commando según configuracion
Mods recomendados: Receptor, culata, cañón, cargador
Obtención/Botín: Botín, comercio, facción o leveled list según arma.
Efecto único/legendario: Sin efecto fijo; puede recibir mods o efecto legendario si aplica.
Uso recomendado: Inicio, enemigos comunes y munición abundante
Limitación: Escala peor que armas militares
---
---
---
## [FICHA ARMA]
ID: WIKI-W-004
ID maestro 4.1: W-0004
Alias conservado: WIKI-W-004
Nombre: Pipe revolver pistol
Categoría: Balística - pipe
Subtipo: Pipe / improvisada
Descripción: Ficha agregada por cobertura wiki para que el arma exista como entrada independiente.
Estadísticas medibles:
  DAÑO_FISICO: 16
  DAÑO_ENERGIA: 0
  DAÑO_RADIACION/FUEGO/VENENO: 0
  MUNICIÓN: .38 / .45 / .308 según conversión
  CARGADOR: 12
  CADENCIA: 55
  ALCANCE: 83
  PRECISIÓN: 55
  COSTE_AP_VATS: 20
  MULTIPLICADOR_CRITICO: x1
  DPS_REFERENCIAL: 45-120
  PESO: 3
  VALOR: 25
Perks recomendados: Gunslinger/Rifleman/Commando según configuracion
Mods recomendados: Receptor, culata, cañón, cargador
Obtención/Botín: Botín, comercio, facción o leveled list según arma.
Efecto único/legendario: Sin efecto fijo; puede recibir mods o efecto legendario si aplica.
Uso recomendado: Inicio, enemigos comunes y munición abundante
Limitación: Escala peor que armas militares
---
---
---
## [FICHA ARMA]
ID: WIKI-W-005
ID maestro 4.1: W-0005
Alias conservado: WIKI-W-005
Nombre: Pipe bolt-action pistol
Categoría: Balística - pipe
Subtipo: Pipe / improvisada
Descripción: Ficha agregada por cobertura wiki para que el arma exista como entrada independiente.
Estadísticas medibles:
  DAÑO_FISICO: 16
  DAÑO_ENERGIA: 0
  DAÑO_RADIACION/FUEGO/VENENO: 0
  MUNICIÓN: .38 / .45 / .308 según conversión
  CARGADOR: 12
  CADENCIA: 55
  ALCANCE: 83
  PRECISIÓN: 55
  COSTE_AP_VATS: 20
  MULTIPLICADOR_CRITICO: x1
  DPS_REFERENCIAL: 45-120
  PESO: 3
  VALOR: 25
Perks recomendados: Gunslinger/Rifleman/Commando según configuracion
Mods recomendados: Receptor, culata, cañón, cargador
Obtención/Botín: Botín, comercio, facción o leveled list según arma.
Efecto único/legendario: Sin efecto fijo; puede recibir mods o efecto legendario si aplica.
Uso recomendado: Inicio, enemigos comunes y munición abundante
Limitación: Escala peor que armas militares
---
---
---
## [FICHA ARMA]
ID: WIKI-W-006
ID maestro 4.1: W-0006
Alias conservado: WIKI-W-006
Nombre: Hunting rifle
Categoría: Balística - rifle
Subtipo: Rifle
